id,Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRation,Class
7459,6168,156.0712221,50.74663065,0.945662294,6306,88.61908097,0.746550472,346.238,0.646553948,3.075499202,1
7460,6340,158.9849715,51.69307519,0.945664375,6550,89.84619476,0.705228031,353.814,0.636427731,3.075556462,1
7461,7015,167.3146418,54.4013745,0.945664471,7144,94.50807059,0.449074963,373.539,0.631779654,3.075559089,1
7462,9166,152.2833299,76.9714487,0.862856513,9286,108.0301517,0.626092896,370.93,0.837154851,1.978439181,0
7463,5265,144.7576797,47.06507744,0.9456693,5391,81.87555315,0.772447183,319.443,0.648367874,3.075691947,1
7464,6660,163.1838504,53.05496512,0.945671438,6836,92.08569578,0.452015746,362.479,0.636969139,3.075750782,1
7465,5854,152.1844066,49.47586605,0.945678028,5979,86.33391162,0.791081081,332.6,0.66499456,3.075932142,1
7466,5884,154.2670045,50.15204178,0.945680004,6181,86.55484667,0.482532393,353.998,0.590039262,3.075986521,1
7467,7629,139.8712309,70.67835265,0.862937803,8062,98.55731574,0.594158879,356.755,0.753246881,1.978982611,0
7468,6793,165.3025457,53.73654554,0.945686532,6935,93.00062488,0.44948058,368.387,0.62901773,3.076166212,1
7469,6931,165.4829721,53.79386682,0.945689299,7105,93.94053057,0.570452675,366.278,0.649208346,3.076242365,1
7470,6219,157.8738569,51.31720306,0.945696166,6343,88.98469941,0.840518989,343.699,0.661567076,3.07643144,1
7471,6309,158.9922615,51.67985291,0.945698089,6521,89.62627008,0.506340289,352.021,0.639783811,3.076484406,1
7472,7056,168.5888539,54.79508697,0.945706454,7283,94.78385004,0.687116564,372.777,0.63807278,3.076714778,1
7473,5682,150.7951255,49.01156659,0.945706835,5903,85.05614083,0.783507998,339.166,0.620706759,3.076725271,1
7474,6153,157.2879652,51.12136705,0.945707945,6348,88.51125871,0.589367816,347.115,0.641726563,3.076755852,1
7475,8060,143.5821337,72.55056708,0.862949803,8258,101.3030638,0.651523725,367.635,0.749395713,1.979062873,0
7476,8116,144.3908863,72.95560683,0.86296446,8295,101.6543759,0.738623953,353.028,0.818339657,1.979160925,0
7477,6264,158.0839868,51.3738773,0.945721447,6423,89.30606087,0.511764706,350.425,0.641019807,3.077127815,1
7478,6013,154.5847142,50.23502157,0.945725154,6163,87.49851074,0.597476153,342.393,0.644542135,3.077229976,1
7479,6136,156.6833447,50.91581427,0.945727773,6282,88.38890115,0.703589038,346.445,0.642431192,3.07730215,1
7480,7082,167.7928894,54.52512772,0.945729501,7234,94.95831957,0.509789807,369.762,0.650910432,3.077349772,1
7481,5500,147.9439351,48.07505314,0.945729638,5617,83.68283872,0.75862069,325.794,0.651158014,3.077353544,1
7482,5299,145.2330268,47.19324019,0.945731746,5463,82.13949323,0.560622091,322.545,0.640063638,3.077411643,1
7483,7183,169.8885837,55.20496889,0.945731857,7446,95.63304685,0.599182516,380.353,0.623938865,3.077414717,1
7484,5415,146.8107904,47.70516707,0.945733536,5566,83.03368072,0.4746669,325.674,0.641567194,3.077460984,1
7485,6805,163.9754426,53.28125028,0.945736582,6974,93.08273257,0.629393267,368.518,0.629680991,3.077544947,1
7486,5875,152.7880061,49.64546341,0.945737942,6024,86.48862541,0.613897597,336.926,0.650352304,3.077582434,1
7487,5360,145.6260962,47.31788245,0.945739025,5484,82.61091913,0.632150018,321.37,0.652174762,3.077612283,1
7488,6986,167.7010777,54.490318,0.945739694,7211,94.31252016,0.585828092,371.868,0.634834952,3.077630741,1
7489,6488,160.84838,52.26336744,0.945740412,6692,90.88882311,0.66652969,360.835,0.626186056,3.077650521,1
7490,5192,144.4997513,46.94982096,0.945743973,5374,81.3059636,0.452817024,324.006,0.62149615,3.077748719,1
7491,5752,151.4747942,49.21396814,0.945748812,5910,85.57846611,0.454775459,342.498,0.616187185,3.077882153,1
7492,7293,169.9830594,55.22694595,0.945749487,7524,96.36252383,0.508400139,374.74,0.652613379,3.077900768,1
7493,6842,164.6732814,53.50110872,0.945750963,6999,93.33544324,0.817247969,362.108,0.655717379,3.077941474,1
7494,5596,150.1382646,48.77662061,0.94575593,5758,84.41000232,0.507988381,331.528,0.639804282,3.078078446,1
7495,5321,145.0449352,47.12049992,0.945759269,5556,82.30982698,0.617428638,342.361,0.570472286,3.078170551,1
7496,6413,160.7946261,52.23586875,0.945761846,6657,90.36196767,0.464642805,359.318,0.624184754,3.078241636,1
7497,6055,155.4917007,50.51283816,0.945762549,6228,87.80356168,0.663925439,346.809,0.632620546,3.078261019,1
7498,6387,160.3478338,52.08839661,0.94576683,6586,90.17860596,0.46880505,351.834,0.648382327,3.078379144,1
7499,7077,168.5352723,54.74781348,0.945767324,7295,94.92479264,0.570633769,374.986,0.632454012,3.078392753,1
7500,5564,148.4365371,48.21879792,0.945767428,5691,84.16831249,0.753521127,323.859,0.666630292,3.078395636,1
7501,6480,161.3305098,52.4068315,0.945768499,6665,90.83277079,0.637544274,358.636,0.633106986,3.078425181,1
7502,5877,153.7251796,49.93630488,0.9457685,6050,86.50334563,0.470084786,340.843,0.635706711,3.078425205,1
7503,5822,151.749061,49.29083913,0.945776513,5957,86.09762267,0.699591444,333.585,0.657459549,3.078646331,1
7504,6389,159.8544548,51.92205025,0.945779881,6534,90.19272394,0.499609008,351.153,0.651103434,3.078739264,1
7505,6771,164.7349486,53.50604045,0.945782454,6965,92.84990553,0.533822138,364.98,0.638740633,3.078810302,1
7506,6652,163.6683892,53.15715133,0.945787636,6893,92.03037244,0.442228427,374.958,0.5945616,3.07895335,1
7507,6208,157.3302658,51.097758,0.945789517,6363,88.90596771,0.529421798,346.86,0.648415119,3.079005264,1
7508,4496,134.0726477,43.54255155,0.945793595,4605,75.66032641,0.456076283,296.564,0.642390789,3.079117849,1
7509,5379,146.5114023,47.58210344,0.945793974,5512,82.75720821,0.806446777,324.926,0.640239522,3.079128322,1
7510,5854,153.2471431,49.76792416,0.945797844,6019,86.33391162,0.640831965,339.829,0.637003337,3.079235183,1
7511,6217,157.959831,51.29815202,0.945798378,6375,88.97038974,0.776348651,351.49,0.632360573,3.079249929,1
7512,6041,154.7418342,50.25309099,0.945798383,6219,87.70199593,0.467280322,345.814,0.634795087,3.079250076,1
7513,5349,145.7637723,47.33696967,0.945799458,5490,82.52610693,0.494179601,318.958,0.660716972,3.079279753,1
7514,5960,154.4182563,50.14633934,0.945802093,6122,87.112041,0.455622659,342.795,0.637363467,3.079352519,1
7515,5812,153.0533709,49.70241394,0.945803635,6012,86.02364927,0.495481671,340.171,0.631162076,3.079395119,1
7516,5980,154.5596903,50.19016869,0.945806759,6065,87.25807973,0.458097135,340.945,0.646461099,3.079481388,1
7517,6373,160.1543109,52.00687044,0.945806843,6630,90.07971813,0.615748792,360.67,0.6156498,3.079483721,1
7518,6705,163.9801195,53.24787573,0.945809667,6874,92.39627237,0.704602774,364.002,0.635917983,3.079561715,1
7519,5812,153.0363298,49.69363397,0.945810918,5951,86.02364927,0.473097273,340.098,0.631433056,3.07959627,1
7520,6139,156.8598332,50.93292663,0.94581588,6336,88.41050597,0.483538122,347.44,0.639069167,3.079733358,1
7521,6641,163.3878283,53.05225856,0.945816575,6843,91.9542485,0.454365079,361.645,0.638084822,3.079752545,1
7522,5546,149.5585292,48.56143038,0.945817574,5745,84.03205647,0.698664651,332.799,0.629253593,3.079780148,1
7523,6518,160.9034228,52.24497885,0.945817833,6673,91.09871213,0.471226142,355.414,0.648418143,3.079787308,1
7524,5257,144.4080576,46.88824322,0.945819563,5362,81.81332585,0.498719287,317.396,0.655760031,3.079835108,1
7525,8893,151.6849359,76.63650315,0.862981941,9129,106.4092067,0.613733609,381.457,0.768010183,1.979277886,0
7526,5913,153.8994925,49.96924761,0.945821337,6073,86.76788247,0.603490508,339.68,0.643988022,3.079884126,1
7527,6026,154.8613978,50.28060457,0.945823469,6152,87.5930448,0.78249578,340.374,0.653621357,3.079943034,1
7528,5711,150.5713729,48.88637431,0.945826522,5841,85.27292091,0.79829466,331.186,0.654301754,3.080027411,1
7529,6122,157.29327,51.06229172,0.9458407,6301,88.28800877,0.459092613,351.827,0.621505332,3.080419321,1
7530,6858,165.4944888,53.7232213,0.94584369,7041,93.44451187,0.779141104,366.549,0.641421136,3.080501965,1
7531,6835,165.5687353,53.74700407,0.945844351,7063,93.28768562,0.673863748,369.114,0.630416175,3.080520267,1
7532,6360,159.5589233,51.79290953,0.945851205,6532,89.98779642,0.449628844,356.121,0.630190441,3.080709787,1
7533,5548,149.3220062,48.46986819,0.94585151,5751,84.04720694,0.617130145,335.347,0.619951144,3.080718222,1
7534,6409,160.0411849,51.94911346,0.945851931,6610,90.3337824,0.621147509,355.691,0.636582042,3.080729857,1
7535,5422,148.0812448,48.0642146,0.945858238,5561,83.08733244,0.458248817,326.505,0.639130738,3.080904287,1
7536,5623,150.9335095,48.98907,0.945860358,5792,84.61339114,0.514220393,330.601,0.646501626,3.080962949,1
7537,5395,147.389769,47.83817705,0.945861959,5513,82.88019874,0.459461761,326.513,0.635916888,3.081007221,1
7538,5237,144.351145,46.8514928,0.945863006,5427,81.65755015,0.622119268,319.22,0.645821132,3.081036194,1
7539,6111,156.1990998,50.69379231,0.945869916,6276,88.20865523,0.620469083,343.551,0.650638434,3.08122736,1
7540,5893,152.6002627,49.52508735,0.945871527,6045,86.62101729,0.605714873,342.162,0.632532367,3.081271954,1
7541,6729,163.5931186,53.09064276,0.94587589,6898,92.56148711,0.798789174,356.029,0.667098007,3.081392692,1
7542,6391,159.8106192,51.86129265,0.9458798,6555,90.20683971,0.615406837,356.659,0.631353084,3.081500885,1
7543,6499,160.4919335,52.082208,0.94588019,6634,90.96583865,0.602205337,353.07,0.65514098,3.081511704,1
7544,7051,134.2426525,67.81572009,0.863018289,7211,94.75026137,0.72081374,331.361,0.806970752,1.979521155,0
7545,7745,140.1672899,70.79838037,0.863061318,7903,99.30377774,0.640612076,341.511,0.834491452,1.979809272,0
7546,6245,158.2935526,51.36764747,0.945882684,6439,89.17051619,0.494144643,351.451,0.63534957,3.08158073,1
7547,6408,159.9962059,51.92008459,0.945882875,6553,90.32673471,0.554805195,354.683,0.640105591,3.081586002,1
7548,6064,155.4215047,50.43352086,0.945887368,6176,87.86879195,0.814178303,339.002,0.663077873,3.08171038,1
7549,6121,157.2045415,51.01146514,0.94588877,6287,88.28079776,0.491252006,344.752,0.647170414,3.081749193,1
7550,6284,158.4860575,51.42677519,0.945889918,6477,89.44851759,0.4603663,356.367,0.621800516,3.081780978,1
7551,5857,152.882089,49.60747584,0.945891894,6021,86.35603056,0.689626751,338.944,0.640662328,3.081835679,1
7552,6983,133.397825,67.35949867,0.863147425,7199,94.29226766,0.628985768,332.537,0.793545727,1.98038625,0
7553,5943,153.500003,49.80479291,0.945899011,6139,86.98771531,0.652073733,339.87,0.64653186,3.082032752,1
7554,5373,146.0048898,47.37235309,0.945900342,5516,82.71103961,0.538646617,325.183,0.638514903,3.08206961,1
7555,8880,150.7614472,76.1229128,0.863164426,9221,106.3314025,0.68045977,380.801,0.769531974,1.980500241,0
7556,7645,139.6995034,70.53675592,0.863167474,7846,98.66061179,0.797350855,351.318,0.778370827,1.980520675,0
7557,6744,163.7255287,53.11987146,0.945904684,6908,92.66459674,0.603814128,361.365,0.648985887,3.082189851,1
7558,5889,154.2685082,50.04927907,0.945909826,6073,86.59161437,0.474154589,342.743,0.629961823,3.082332276,1
7559,6217,157.1276503,50.97546947,0.945912882,6330,88.97038974,0.462058714,346.543,0.650543692,3.082416933,1
7560,6770,131.9075237,66.60190818,0.863169864,7085,92.84304884,0.702573682,339.657,0.737424214,1.980536704,0
7561,6033,155.2436368,50.36378586,0.945913921,6203,87.64390551,0.45600907,344.771,0.637795914,3.082445732,1
7562,5989,155.1431848,50.33020349,0.945916119,6116,87.32371747,0.462578203,342.235,0.642562435,3.082506608,1
7563,5948,154.050843,49.97474533,0.945918545,6090,87.02430012,0.469381313,339.248,0.649450764,3.082573847,1
7564,5701,151.8311152,49.25443639,0.945919042,5891,85.19823146,0.629805568,337.679,0.628279369,3.082587606,1
7565,5656,150.8324392,48.92896328,0.945922452,5789,84.86131548,0.507173601,335.456,0.631608748,3.082682099,1
7566,6821,165.7211459,53.75792249,0.945924171,7056,93.19209695,0.463100007,375.602,0.607578114,3.082729731,1
7567,8489,147.2144931,74.32640464,0.863186557,8846,103.9640827,0.615011229,397.806,0.674099088,1.980648651,0
7568,6364,159.017733,51.58269875,0.94592572,6503,90.01609002,0.454571429,352.332,0.644222453,3.082772651,1
7569,5986,154.8975647,50.24217502,0.945934597,6124,87.30184371,0.777806653,340.614,0.648368023,3.083018691,1
7570,4761,138.6120169,44.95823415,0.945938561,4907,77.85816253,0.461337209,310.035,0.622424382,3.083128588,1
7571,5997,154.6906173,50.17292268,0.945939313,6157,87.38202075,0.646786022,344.27,0.635836645,3.083149416,1
7572,7186,168.882753,54.77546983,0.945940495,7369,95.65301547,0.598833333,375.392,0.64080671,3.08318219,1
7573,6067,156.3569884,50.71181578,0.945942786,6201,87.89052462,0.474577597,342.628,0.649438688,3.083245709,1
7574,6156,157.1606374,50.97238394,0.945942965,6424,88.53283367,0.666378004,347.38,0.641060257,3.083250679,1
7575,6689,163.6050394,53.06226372,0.945943494,6868,92.28596488,0.550082237,364.401,0.633011995,3.083265356,1
7576,6526,128.9511477,65.09171296,0.863249146,6752,91.15460092,0.633346273,334.488,0.732986287,1.981068585,0
7577,6151,156.9386414,50.89993956,0.945943935,6341,88.49687249,0.681400244,348.025,0.638167535,3.083277559,1
7578,5866,153.6105938,49.82030238,0.945944494,6019,86.42235341,0.742813727,338.05,0.645045043,3.083293085,1
7579,6668,162.8678709,52.82259108,0.945944727,6908,92.14098591,0.466293706,371.444,0.607321646,3.083299542,1
7580,6634,162.8519057,52.81738311,0.94594479,6769,91.90577316,0.453389831,361.703,0.637207838,3.083301293,1
7581,6250,159.168976,51.62241686,0.945945846,6627,89.20620581,0.560337099,358.652,0.610581115,3.083330571,1
7582,5957,154.4854629,50.10306652,0.945946671,6138,87.09011407,0.500588235,346.621,0.623056918,3.083353447,1
7583,6080,157.1678255,50.97174004,0.945949455,6261,87.98463748,0.523551193,348.828,0.627900411,3.08343065,1
7584,5439,147.5127356,47.83997326,0.945950583,5636,83.21748545,0.502540885,332.497,0.618234818,3.083461916,1
7585,6784,165.4615109,53.65613395,0.945960572,6970,92.93899651,0.71418044,367.931,0.62974241,3.083738964,1
7586,6110,155.8331839,50.53246014,0.945963616,6256,88.20143773,0.763463701,343.36,0.651255904,3.083823418,1
7587,6663,162.6155236,52.73145525,0.945964318,6810,92.10643347,0.826880119,356.112,0.660247036,3.083842894,1
7588,6651,162.7037483,52.75856283,0.945967481,6778,92.02345468,0.779535865,358.412,0.65062647,3.083930637,1
7589,6205,126.0262563,63.60475698,0.863298021,6303,88.88448332,0.724206349,307.402,0.8251602,1.981396711,0
7590,6470,161.3289155,52.30933902,0.945974744,6639,90.76265672,0.456888638,356.65,0.639189582,3.084132174,1
7591,5665,151.0687121,48.982566,0.945974747,5826,84.9288056,0.457740789,339.903,0.616168912,3.084132262,1
7660,5350,147.0077555,47.59588027,0.946137729,5524,82.53382073,0.512010719,322.471,0.646520526,3.088665545,1
7661,6951,167.0463839,54.08205931,0.946141039,7176,94.0759697,0.543386492,375.036,0.621028079,3.088757826,1
7662,5013,142.969065,46.28493131,0.946145782,5214,79.89211374,0.462624585,324.673,0.597606374,3.088890076,1
7663,5897,155.3289659,50.28478381,0.946149202,6141,86.65041024,0.673327244,344.584,0.624095104,3.088985457,1
7664,9695,157.2194464,79.29371252,0.863499006,9865,111.1038136,0.732029598,390.543,0.798766719,1.982747956,0
7665,7066,135.2272214,68.1994443,0.863509708,7300,94.85099168,0.67974988,335.249,0.790038972,1.982819989,0
7666,6233,158.5561501,51.32946634,0.946149325,6451,89.08480276,0.465496639,348.294,0.645676537,3.088988867,1
7667,5716,151.5674155,49.06454992,0.946154855,5872,85.31024111,0.715215215,336.959,0.632627349,3.089143094,1
7668,6056,155.8821126,50.46044885,0.946156677,6197,87.81081188,0.465130568,342.365,0.649257552,3.089193935,1
7669,6217,157.6599374,51.03590825,0.946156761,6408,88.97038974,0.513971561,350.293,0.636689685,3.089196271,1
7670,6252,158.2932953,51.23908056,0.946160762,6453,89.22047766,0.505171299,352.493,0.632306781,3.089307879,1
7671,6326,159.4261486,51.6055602,0.946161238,6489,89.74694067,0.703670745,355.228,0.629976966,3.089321149,1
7672,8546,147.6928946,74.46934774,0.863576675,8711,104.3125359,0.62484463,365.652,0.803224314,1.983270958,0
7673,5341,146.8297077,47.52650137,0.946165071,5476,82.46437054,0.800749625,323.578,0.641024265,3.089428076,1
7674,6107,156.0107623,50.49749391,0.946166765,6256,88.17978169,0.493455074,343.934,0.648765225,3.089475342,1
7675,6295,159.5735262,51.64951919,0.94616927,6498,89.52677216,0.465056147,353.305,0.633732575,3.089545241,1
7676,8212,144.7876367,72.99576512,0.863611759,8371,102.2538172,0.832016211,353.119,0.827592665,1.983507351,0
7677,6170,157.0088234,50.81751528,0.946173368,6286,88.63344736,0.466329076,345.682,0.648845797,3.089659589,1
7678,6323,159.1541261,51.51131141,0.946174556,6451,89.72565765,0.463121658,349.173,0.651706027,3.089692762,1
7679,10191,161.1976637,81.26844488,0.863613778,10393,113.9104218,0.607909807,399.436,0.802661177,1.983520959,0
7680,7558,139.0719291,70.09894189,0.863675582,7706,98.09762729,0.643836783,340.368,0.819821505,1.983937637,0
7681,6315,158.697318,51.36328344,0.946174942,6474,89.66887824,0.711629479,350.175,0.647161904,3.089703527,1
7682,6303,158.2097916,51.20427604,0.946177573,6427,89.58364165,0.503836931,346.928,0.658079658,3.089776946,1
7683,6847,166.4029162,53.85415297,0.946181296,7077,93.36954087,0.720812717,369.726,0.629434013,3.089880854,1
7684,5388,146.5398961,47.42426626,0.946184743,5529,82.82641286,0.54534413,321.545,0.654868242,3.089977087,1
7685,6480,160.8253031,52.04655102,0.946186569,6620,90.83277079,0.63213345,355.22,0.645342177,3.09002806,1
7686,8244,145.0814006,73.1066264,0.863761562,8465,102.4528516,0.671226185,358.074,0.80798309,1.984517789,0
7687,6631,163.688362,52.97154094,0.946189824,6811,91.88499018,0.461640212,361.411,0.63794929,3.090118942,1
7688,5826,152.8081772,49.4494325,0.946192395,6016,86.12719424,0.448429803,339.017,0.636997007,3.090190715,1
7689,6844,165.9296673,53.69545545,0.946192708,7033,93.34908379,0.456084233,369.418,0.630207779,3.090199458,1
7690,4372,131.6906934,42.61450479,0.946195543,4475,74.6096729,0.559651818,293.245,0.638893965,3.090278627,1
7691,6044,156.048899,50.49581078,0.946197511,6203,87.72376992,0.760251572,342.103,0.648963923,3.090333566,1
7692,5326,146.0025189,47.24439162,0.946198716,5421,82.34849006,0.86461039,314.836,0.675215268,3.090367213,1
7693,6411,161.0082699,52.09885527,0.946201242,6660,90.34787613,0.59943899,358.247,0.627726577,3.090437767,1
7694,5996,155.2284284,50.22860642,0.946201275,6174,87.37473497,0.521300643,343.494,0.638606269,3.090438687,1
7695,6588,162.6213833,52.62007901,0.94620281,6740,91.58658265,0.60718894,361.464,0.633626532,3.090481549,1
7696,5815,153.7292643,49.73853726,0.946212334,5990,86.04584797,0.553177321,342.08,0.624459412,3.090747592,1
7697,6967,167.7150076,54.25961207,0.946220409,7186,94.18418077,0.75449426,373.364,0.628045045,3.090973216,1
7698,5572,149.507727,48.36251815,0.94623556,5753,84.22879996,0.452382885,332.327,0.634000671,3.091396659,1
7699,6429,160.5019813,51.91719222,0.946239243,6626,90.47462093,0.67333473,356.328,0.636287497,3.091499644,1
7700,5516,149.0508528,48.21249405,0.946240686,5648,83.80447082,0.804785527,332.195,0.62812769,3.091539978,1
7701,4857,140.019169,45.29013747,0.946242975,4994,78.6392044,0.824478017,308.104,0.642959021,3.091603974,1
7702,7956,142.6017257,71.85402302,0.863774216,8208,100.6473736,0.747042254,350.887,0.812026274,1.984603224,0
7703,5259,145.3401094,47.01029437,0.946245178,5368,81.82888711,0.467383576,317.538,0.65542292,3.091665589,1
7704,5653,150.5615067,48.69790758,0.946248014,5898,84.83880684,0.590700105,346.479,0.591745569,3.091744887,1
7705,5326,146.4507712,47.3678416,0.946249138,5455,82.34849006,0.593360071,323.413,0.639876382,3.091776325,1
7706,6269,158.0429626,51.11620185,0.946251307,6392,89.34169635,0.782842158,344.41,0.664135398,3.091836969,1
7707,6592,162.6207028,52.59484045,0.946255406,6761,91.61438249,0.488658265,360.409,0.637728473,3.091951633,1
7708,6216,157.3663661,50.89155055,0.946263943,6422,88.96323404,0.617033949,350.44,0.636053324,3.09219044,1
7709,6845,166.2170566,53.75005722,0.946271685,7162,93.35590331,0.768237935,370.61,0.62625189,3.092407063,1
7710,6963,167.3784776,54.12432806,0.946274341,7156,94.15713967,0.641514649,373.199,0.628239612,3.092481396,1
7711,5737,150.9407117,48.80842824,0.94627548,5881,85.46680799,0.543070807,336.225,0.63772686,3.092513264,1
7712,6371,159.7534471,51.65797245,0.946275813,6521,90.06558244,0.479419068,351.402,0.648349248,3.092522597,1
7713,5342,146.2813734,47.30059849,0.946278233,5492,82.47209012,0.557038582,322.917,0.643771771,3.092590328,1
7714,5412,147.5547658,47.710656,0.946282166,5570,83.01067652,0.45798426,325.082,0.643549276,3.092700418,1
7715,5904,154.2390041,49.870975,0.946284329,6074,86.70182393,0.628954938,341.806,0.635033811,3.092760952,1
7716,6577,161.9329466,52.35829262,0.946285191,6728,91.51008953,0.555021097,356.453,0.650478816,3.092785087,1
7717,6306,159.4923729,51.5689488,0.946285674,6575,89.6049584,0.452919629,353.779,0.633139969,3.092798605,1
7718,7514,138.6639402,69.86145441,0.863809555,7803,97.81166566,0.63959823,344.132,0.797316842,1.984841876,0
7719,6095,156.5848925,50.62886565,0.946285679,6293,88.0931043,0.501439737,347.018,0.636032883,3.092798752,1
7720,6289,159.0509631,51.42551776,0.946287197,6468,89.48409633,0.732983683,352.325,0.636655562,3.09284126,1
7721,5632,149.811089,48.43525521,0.94629349,5765,84.68107885,0.457068658,331.266,0.644939212,3.093017439,1
7722,6896,166.5213127,53.83662849,0.946295932,7071,93.70304104,0.468033121,368.491,0.638194925,3.093085829,1
7723,6148,156.6040444,50.62798847,0.946301103,6281,88.47528876,0.483827811,345.011,0.649049529,3.093230626,1
7724,5910,154.2704404,49.87304684,0.946302251,6063,86.74586854,0.708293385,341.028,0.638582876,3.093262798,1
7725,6372,160.007653,51.72362248,0.946311152,6538,90.07265056,0.452556818,357.74,0.625677627,3.093512119,1
7726,6102,156.5319437,50.59903489,0.946313421,6275,88.14367647,0.488081907,345.679,0.641705961,3.093575679,1
7727,6252,158.3990099,51.20235014,0.946313884,6414,89.22047766,0.53836218,349.755,0.642245352,3.093588663,1
7728,6365,159.4120773,51.52898502,0.946315681,6501,90.02316203,0.467739565,350.495,0.651095387,3.093638993,1
7729,6122,156.1012973,50.45732966,0.946318888,6264,88.28800877,0.7458577,344.866,0.646848283,3.093728867,1
7730,9267,153.450152,77.30303031,0.863839925,9417,108.6237122,0.64569398,377.536,0.817019245,1.985047046,0
7731,8451,147.1604268,74.13347705,0.863843892,8738,103.7311303,0.692024239,365.426,0.7952782,1.985073851,0
7732,6750,165.1200845,53.37183969,0.946320281,6963,92.70580849,0.459558824,367.738,0.627244147,3.093767903,1
7733,6184,157.4297707,50.88535517,0.946321889,6327,88.73394697,0.451782583,347.246,0.644473169,3.093812948,1
7734,8730,149.2424256,75.17400182,0.86387633,8921,105.4295083,0.70831643,368.321,0.808669653,1.98529308,0
7735,6771,164.8241646,53.27500229,0.946322741,6967,92.84990553,0.49154265,365.576,0.636659648,3.093836836,1
7736,4979,140.8682926,45.52855469,0.94633087,5089,79.62072402,0.563745471,307.733,0.660699304,3.094064672,1
7737,6634,163.4691773,52.83126762,0.946334799,6794,91.90577316,0.507070244,360.672,0.64085603,3.094174807,1
7738,7530,139.0483731,70.0221875,0.863947729,7736,97.91574833,0.608484849,341.611,0.810851168,1.985775911,0
7739,6223,157.4856708,50.897142,0.946335511,6337,89.01331185,0.735927152,344.526,0.658818311,3.094194774,1
7740,6613,163.7034257,52.90616844,0.946336479,6899,91.76019349,0.444601318,366.813,0.617616584,3.094221913,1
7741,5768,152.3116331,49.22413471,0.946337376,5872,85.69740774,0.463516554,335.154,0.645277173,3.094247039,1
7742,6365,127.6286948,64.25836081,0.864007494,6500,90.02316203,0.76,312.728,0.817852032,1.986180369,0
7743,6354,159.659103,51.59460051,0.946346129,6559,89.94533933,0.619841967,358.893,0.619907797,3.094492475,1
7744,5279,146.1219268,47.2192863,0.946347791,5499,81.98433726,0.461088305,336.096,0.587265974,3.094539081,1
7745,6924,166.7783477,53.89376367,0.946349107,7072,93.89308072,0.462710505,373.016,0.625333942,3.094576001,1
7746,7020,167.9506788,54.27241745,0.946349474,7190,94.5417453,0.488994149,368.15,0.650874664,3.094586287,1
7747,9150,153.1562425,77.06723487,0.864173733,9410,107.9358228,0.696506052,379.279,0.799306535,1.987306834,0
7748,8604,148.4063435,74.66667943,0.864214679,8823,104.6659116,0.764935989,363.648,0.817613134,1.987584619,0
7749,6748,165.0194648,53.32001045,0.946360233,6942,92.69207327,0.464642292,367.009,0.629551857,3.09488808,1
7750,5738,151.5059673,48.95319731,0.94636118,5929,85.4742564,0.557303807,337.002,0.634900182,3.094914646,1
7751,5310,146.2233073,47.24561937,0.946362801,5461,82.22470421,0.455285947,325.851,0.628443544,3.09496011,1
7752,6516,161.4920424,52.17855826,0.946363816,6647,91.08473458,0.460950764,355.078,0.649446543,3.09498859,1
7753,6335,158.642226,51.25758576,0.946364221,6516,89.81075947,0.747933884,348.752,0.654520223,3.094999962,1
7754,6840,165.9530841,53.61951722,0.946364673,7012,93.3218007,0.838235294,368.277,0.633748249,3.09501265,1
7755,5748,151.8108536,49.04988179,0.94636529,5924,85.54870486,0.516024778,338.433,0.630639568,3.095029958,1
7756,7363,171.683139,55.47005319,0.946366359,7546,96.82387499,0.477032718,383.261,0.629905511,3.095059931,1
7757,7122,169.3450753,54.71037515,0.946374947,7440,95.22611006,0.50820608,391.139,0.584991548,3.095300934,1
7758,6972,166.8169685,53.89285193,0.946376516,7137,94.21797125,0.72173913,368.303,0.645887277,3.095344977,1
7759,5500,148.7877342,48.06812685,0.946376738,5617,83.68283872,0.450893589,327.994,0.642452103,3.095351201,1
7760,6242,158.6018248,51.23863723,0.94637691,6392,89.14909555,0.679956427,350.084,0.640013454,3.09535603,1
7761,6492,160.99359,52.01109662,0.946377409,6614,90.91683631,0.476582,351.156,0.661588867,3.095370035,1
7762,6310,160.2610043,51.77401349,0.946378286,6504,89.63337284,0.450007132,355.369,0.62788505,3.09539465,1
7763,9436,155.5758555,78.27337153,0.864216385,9719,109.6097092,0.795749705,385.82,0.796578028,1.987596196,0
7764,6507,161.2988333,52.1088943,0.946379134,6651,91.02180902,0.455863808,356.013,0.645147409,3.095418458,1
7765,5050,142.4947042,46.03338638,0.946380767,5253,80.18640596,0.452022914,328.172,0.589248105,3.095464302,1
7766,5988,155.0322099,50.08336138,0.946381445,6196,87.31642683,0.543375681,347.53,0.623027268,3.095483321,1
7767,6659,163.4395584,52.79899649,0.946382218,6820,92.07878218,0.504660856,359.002,0.649269711,3.095505014,1
7768,5526,149.4759789,48.28765292,0.946383182,5685,83.88040131,0.598699892,334.528,0.620520018,3.095532083,1
7769,7598,139.4146048,70.14114768,0.864221273,7759,98.35687094,0.700018426,341.533,0.818547351,1.987629365,0
7770,4974,141.736586,45.78642009,0.946385713,5131,79.58073571,0.540769733,308.883,0.655130218,3.095603145,1
7771,5984,155.7989203,50.32690666,0.946390518,6141,87.28725815,0.456654457,346.244,0.627244607,3.095738057,1
